# eta lambda l= m to 9 (computed with gyre.eval_lambda)
85.62000 4.0117047627e+00 7.6777995188e+03 6.6325627745e+04 1.8361447517e+05 3.5954738283e+05 5.9412451730e+05 8.8734591021e+05 1.2392115710e+06
85.64000 4.0117020234e+00 7.6813047105e+03 6.6356534537e+04 1.8370018516e+05 3.5971529762e+05 5.9440203849e+05 8.8776043940e+05 1.2397905098e+06
85.66000 4.0116992854e+00 7.6848107023e+03 6.6387448530e+04 1.8378591515e+05 3.5988325161e+05 5.9467962448e+05 8.8817506538e+05 1.2403695837e+06
85.68000 4.0116965487e+00 7.6883174941e+03 6.6418369722e+04 1.8387166514e+05 3.6005124480e+05 5.9495727527e+05 8.8858978817e+05 1.2409487929e+06
85.70000 4.0116938132e+00 7.6918250859e+03 6.6449298114e+04 1.8395743513e+05 3.6021927718e+05 5.9523499086e+05 8.8900460776e+05 1.2415281373e+06
85.72000 4.0116910791e+00 7.6953334777e+03 6.6480233706e+04 1.8404322511e+05 3.6038734877e+05 5.9551277125e+05 8.8941952415e+05 1.2421076169e+06
85.74000 4.0116883462e+00 7.6988426695e+03 6.6511176499e+04 1.8412903510e+05 3.6055545956e+05 5.9579061643e+05 8.8983453734e+05 1.2426872317e+06
85.76000 4.0116856145e+00 7.7023526613e+03 6.6542126491e+04 1.8421486509e+05 3.6072360955e+05 5.9606852642e+05 8.9024964732e+05 1.2432669817e+06
85.78000 4.0116828842e+00 7.7058634531e+03 6.6573083683e+04 1.8430071508e+05 3.6089179874e+05 5.9634650121e+05 8.9066485411e+05 1.2438468669e+06
85.80000 4.0116801551e+00 7.7093750449e+03 6.6604048076e+04 1.8438658507e+05 3.6106002713e+05 5.9662454080e+05 8.9108015770e+05 1.2444268873e+06
85.82000 4.0116774273e+00 7.7128874367e+03 6.6635019668e+04 1.8447247506e+05 3.6122829472e+05 5.9690264519e+05 8.9149555809e+05 1.2450070429e+06
85.84000 4.0116747008e+00 7.7164006285e+03 6.6665998460e+04 1.8455838505e+05 3.6139660150e+05 5.9718081437e+05 8.9191105528e+05 1.2455873336e+06
85.86000 4.0116719756e+00 7.7199146204e+03 6.6696984453e+04 1.8464431504e+05 3.6156494749e+05 5.9745904836e+05 8.9232664927e+05 1.2461677596e+06
85.88000 4.0116692516e+00 7.7234294122e+03 6.6727977645e+04 1.8473026503e+05 3.6173333268e+05 5.9773734715e+05 8.9274234005e+05 1.2467483208e+06
85.90000 4.0116665289e+00 7.7269450040e+03 6.6758978037e+04 1.8481623502e+05 3.6190175707e+05 5.9801571074e+05 8.9315812764e+05 1.2473290172e+06
85.92000 4.0116638074e+00 7.7304613959e+03 6.6789985630e+04 1.8490222501e+05 3.6207022066e+05 5.9829413913e+05 8.9357401203e+05 1.2479098488e+06
85.94000 4.0116610873e+00 7.7339785877e+03 6.6821000422e+04 1.8498823500e+05 3.6223872345e+05 5.9857263232e+05 8.9398999322e+05 1.2484908156e+06
85.96000 4.0116583684e+00 7.7374965795e+03 6.6852022414e+04 1.8507426499e+05 3.6240726544e+05 5.9885119030e+05 8.9440607121e+05 1.2490719176e+06
85.98000 4.0116556508e+00 7.7410153714e+03 6.6883051607e+04 1.8516031498e+05 3.6257584662e+05 5.9912981309e+05 8.9482224599e+05 1.2496531548e+06
86.00000 4.0116529344e+00 7.7445349632e+03 6.6914087999e+04 1.8524638497e+05 3.6274446701e+05 5.9940850068e+05 8.9523851758e+05 1.2502345271e+06
86.02000 4.0116502193e+00 7.7480553551e+03 6.6945131591e+04 1.8533247496e+05 3.6291312660e+05 5.9968725307e+05 8.9565488597e+05 1.2508160347e+06
86.04000 4.0116475055e+00 7.7515765469e+03 6.6976182384e+04 1.8541858495e+05 3.6308182539e+05 5.9996607026e+05 8.9607135116e+05 1.2513976775e+06
86.06000 4.0116447929e+00 7.7550985388e+03 6.7007240376e+04 1.8550471493e+05 3.6325056338e+05 6.0024495225e+05 8.9648791315e+05 1.2519794555e+06
86.08000 4.0116420816e+00 7.7586213306e+03 6.7038305568e+04 1.8559086492e+05 3.6341934057e+05 6.0052389903e+05 8.9690457194e+05 1.2525613687e+06
86.10000 4.0116393716e+00 7.7621449225e+03 6.7069377961e+04 1.8567703491e+05 3.6358815696e+05 6.0080291062e+05 8.9732132752e+05 1.2531434171e+06
86.12000 4.0116366628e+00 7.7656693144e+03 6.7100457553e+04 1.8576322490e+05 3.6375701254e+05 6.0108198701e+05 8.9773817991e+05 1.2537256007e+06
86.14000 4.0116339553e+00 7.7691945063e+03 6.7131544346e+04 1.8584943489e+05 3.6392590733e+05 6.0136112820e+05 8.9815512910e+05 1.2543079195e+06
86.16000 4.0116312490e+00 7.7727204981e+03 6.7162638338e+04 1.8593566488e+05 3.6409484132e+05 6.0164033419e+05 8.9857217509e+05 1.2548903735e+06
86.18000 4.0116285440e+00 7.7762472900e+03 6.7193739530e+04 1.8602191487e+05 3.6426381451e+05 6.0191960498e+05 8.9898931788e+05 1.2554729626e+06
86.20000 4.0116258403e+00 7.7797748819e+03 6.7224847923e+04 1.8610818486e+05 3.6443282690e+05 6.0219894056e+05 8.9940655747e+05 1.2560556870e+06
86.22000 4.0116231378e+00 7.7833032738e+03 6.7255963515e+04 1.8619447485e+05 3.6460187849e+05 6.0247834095e+05 8.9982389385e+05 1.2566385466e+06
86.24000 4.0116204365e+00 7.7868324657e+03 6.7287086308e+04 1.8628078484e+05 3.6477096928e+05 6.0275780614e+05 9.0024132704e+05 1.2572215414e+06
86.26000 4.0116177366e+00 7.7903624576e+03 6.7318216300e+04 1.8636711483e+05 3.6494009926e+05 6.0303733613e+05 9.0065885703e+05 1.2578046714e+06
86.28000 4.0116150378e+00 7.7938932495e+03 6.7349353492e+04 1.8645346482e+05 3.6510926845e+05 6.0331693092e+05 9.0107648382e+05 1.2583879366e+06
86.30000 4.0116123404e+00 7.7974248414e+03 6.7380497885e+04 1.8653983481e+05 3.6527847684e+05 6.0359659051e+05 9.0149420741e+05 1.2589713370e+06
86.32000 4.0116096442e+00 7.8009572333e+03 6.7411649477e+04 1.8662622480e+05 3.6544772443e+05 6.0387631489e+05 9.0191202780e+05 1.2595548726e+06
86.34000 4.0116069492e+00 7.8044904252e+03 6.7442808270e+04 1.8671263479e+05 3.6561701122e+05 6.0415610408e+05 9.0232994498e+05 1.2601385433e+06
86.36000 4.0116042555e+00 7.8080244171e+03 6.7473974262e+04 1.8679906478e+05 3.6578633721e+05 6.0443595807e+05 9.0274795897e+05 1.2607223493e+06
86.38000 4.0116015630e+00 7.8115592090e+03 6.7505147454e+04 1.8688551477e+05 3.6595570240e+05 6.0471587686e+05 9.0316606976e+05 1.2613062905e+06
86.40000 4.0115988718e+00 7.8150948010e+03 6.7536327847e+04 1.8697198476e+05 3.6612510679e+05 6.0499586045e+05 9.0358427735e+05 1.2618903669e+06
86.42000 4.0115961818e+00 7.8186311929e+03 6.7567515439e+04 1.8705847475e+05 3.6629455037e+05 6.0527590884e+05 9.0400258174e+05 1.2624745785e+06
86.44000 4.0115934931e+00 7.8221683848e+03 6.7598710232e+04 1.8714498473e+05 3.6646403316e+05 6.0555602202e+05 9.0442098293e+05 1.2630589253e+06
86.46000 4.0115908057e+00 7.8257063768e+03 6.7629912224e+04 1.8723151472e+05 3.6663355515e+05 6.0583620001e+05 9.0483948091e+05 1.2636434073e+06
86.48000 4.0115881194e+00 7.8292451687e+03 6.7661121417e+04 1.8731806471e+05 3.6680311634e+05 6.0611644280e+05 9.0525807570e+05 1.2642280245e+06
86.50000 4.0115854344e+00 7.8327847606e+03 6.7692337809e+04 1.8740463470e+05 3.6697271673e+05 6.0639675039e+05 9.0567676729e+05 1.2648127769e+06
86.52000 4.0115827507e+00 7.8363251526e+03 6.7723561401e+04 1.8749122469e+05 3.6714235632e+05 6.0667712278e+05 9.0609555568e+05 1.2653976644e+06
86.54000 4.0115800682e+00 7.8398663445e+03 6.7754792194e+04 1.8757783468e+05 3.6731203511e+05 6.0695755997e+05 9.0651444087e+05 1.2659826872e+06
86.56000 4.0115773870e+00 7.8434083365e+03 6.7786030186e+04 1.8766446467e+05 3.6748175310e+05 6.0723806196e+05 9.0693342286e+05 1.2665678452e+06
86.58000 4.0115747070e+00 7.8469511284e+03 6.7817275379e+04 1.8775111466e+05 3.6765151028e+05 6.0751862874e+05 9.0735250164e+05 1.2671531384e+06
86.60000 4.0115720282e+00 7.8504947204e+03 6.7848527771e+04 1.8783778465e+05 3.6782130667e+05 6.0779926033e+05 9.0777167723e+05 1.2677385668e+06
86.62000 4.0115693507e+00 7.8540391124e+03 6.7879787364e+04 1.8792447464e+05 3.6799114226e+05 6.0807995672e+05 9.0819094962e+05 1.2683241304e+06
86.64000 4.0115666744e+00 7.8575843043e+03 6.7911054156e+04 1.8801118463e+05 3.6816101705e+05 6.0836071791e+05 9.0861031881e+05 1.2689098292e+06
86.66000 4.0115639993e+00 7.8611302963e+03 6.7942328149e+04 1.8809791462e+05 3.6833093104e+05 6.0864154390e+05 9.0902978480e+05 1.2694956632e+06
86.68000 4.0115613255e+00 7.8646770883e+03 6.7973609341e+04 1.8818466461e+05 3.6850088423e+05 6.0892243469e+05 9.0944934759e+05 1.2700816324e+06
86.70000 4.0115586529e+00 7.8682246803e+03 6.8004897734e+04 1.8827143460e+05 3.6867087662e+05 6.0920339027e+05 9.0986900717e+05 1.2706677367e+06
86.72000 4.0115559816e+00 7.8717730723e+03 6.8036193326e+04 1.8835822459e+05 3.6884090821e+05 6.0948441066e+05 9.1028876356e+05 1.2712539763e+06
86.74000 4.0115533115e+00 7.8753222642e+03 6.8067496119e+04 1.8844503458e+05 3.6901097899e+05 6.0976549585e+05 9.1070861675e+05 1.2718403511e+06
86.76000 4.0115506426e+00 7.8788722562e+03 6.8098806111e+04 1.8853186457e+05 3.6918108898e+05 6.1004664584e+05 9.1112856674e+05 1.2724268611e+06
86.78000 4.0115479749e+00 7.8824230482e+03 6.8130123304e+04 1.8861871456e+05 3.6935123817e+05 6.1032786063e+05 9.1154861353e+05 1.2730135063e+06
86.80000 4.0115453085e+00 7.8859746402e+03 6.8161447696e+04 1.8870558455e+05 3.6952142656e+05 6.1060914022e+05 9.1196875712e+05 1.2736002867e+06
86.82000 4.0115426433e+00 7.8895270322e+03 6.8192779289e+04 1.8879247454e+05 3.6969165415e+05 6.1089048461e+05 9.1238899750e+05 1.2741872023e+06
86.84000 4.0115399794e+00 7.8930802242e+03 6.8224118081e+04 1.8887938453e+05 3.6986192094e+05 6.1117189379e+05 9.1280933469e+05 1.2747742531e+06
86.86000 4.0115373167e+00 7.8966342162e+03 6.8255464074e+04 1.8896631452e+05 3.7003222693e+05 6.1145336778e+05 9.1322976868e+05 1.2753614390e+06
86.88000 4.0115346552e+00 7.9001890082e+03 6.8286817266e+04 1.8905326451e+05 3.7020257212e+05 6.1173490657e+05 9.1365029947e+05 1.2759487602e+06
86.90000 4.0115319949e+00 7.9037446003e+03 6.8318177659e+04 1.8914023450e+05 3.7037295650e+05 6.1201651016e+05 9.1407092706e+05 1.2765362166e+06
86.92000 4.0115293359e+00 7.9073009923e+03 6.8349545251e+04 1.8922722449e+05 3.7054338009e+05 6.1229817855e+05 9.1449165145e+05 1.2771238082e+06
86.94000 4.0115266780e+00 7.9108581843e+03 6.8380920044e+04 1.8931423447e+05 3.7071384288e+05 6.1257991174e+05 9.1491247264e+05 1.2777115350e+06
86.96000 4.0115240215e+00 7.9144161763e+03 6.8412302036e+04 1.8940126446e+05 3.7088434487e+05 6.1286170973e+05 9.1533339062e+05 1.2782993970e+06
86.98000 4.0115213661e+00 7.9179749684e+03 6.8443691229e+04 1.8948831445e+05 3.7105488606e+05 6.1314357251e+05 9.1575440541e+05 1.2788873942e+06
87.00000 4.0115187120e+00 7.9215345604e+03 6.8475087621e+04 1.8957538444e+05 3.7122546645e+05 6.1342550010e+05 9.1617551700e+05 1.2794755266e+06
87.02000 4.0115160590e+00 7.9250949524e+03 6.8506491214e+04 1.8966247443e+05 3.7139608604e+05 6.1370749249e+05 9.1659672539e+05 1.2800637942e+06
87.04000 4.0115134073e+00 7.9286561445e+03 6.8537902006e+04 1.8974958442e+05 3.7156674483e+05 6.1398954968e+05 9.1701803058e+05 1.2806521969e+06
87.06000 4.0115107569e+00 7.9322181365e+03 6.8569319999e+04 1.8983671441e+05 3.7173744282e+05 6.1427167167e+05 9.1743943257e+05 1.2812407349e+06
87.08000 4.0115081076e+00 7.9357809286e+03 6.8600745191e+04 1.8992386440e+05 3.7190818000e+05 6.1455385846e+05 9.1786093135e+05 1.2818294081e+06
87.10000 4.0115054596e+00 7.9393445206e+03 6.8632177584e+04 1.9001103439e+05 3.7207895639e+05 6.1483611005e+05 9.1828252694e+05 1.2824182165e+06
87.12000 4.0115028128e+00 7.9429089127e+03 6.8663617176e+04 1.9009822438e+05 3.7224977198e+05 6.1511842643e+05 9.1870421933e+05 1.2830071601e+06
87.14000 4.0115001672e+00 7.9464741047e+03 6.8695063969e+04 1.9018543437e+05 3.7242062677e+05 6.1540080762e+05 9.1912600852e+05 1.2835962389e+06
87.16000 4.0114975228e+00 7.9500400968e+03 6.8726517962e+04 1.9027266436e+05 3.7259152076e+05 6.1568325361e+05 9.1954789451e+05 1.2841854529e+06
87.18000 4.0114948796e+00 7.9536068889e+03 6.8757979154e+04 1.9035991435e+05 3.7276245395e+05 6.1596576440e+05 9.1996987730e+05 1.2847748021e+06
87.20000 4.0114922376e+00 7.9571744810e+03 6.8789447547e+04 1.9044718434e+05 3.7293342634e+05 6.1624833999e+05 9.2039195689e+05 1.2853642865e+06
87.22000 4.0114895969e+00 7.9607428730e+03 6.8820923139e+04 1.9053447433e+05 3.7310443793e+05 6.1653098038e+05 9.2081413327e+05 1.2859539060e+06
87.24000 4.0114869574e+00 7.9643120651e+03 6.8852405932e+04 1.9062178432e+05 3.7327548872e+05 6.1681368557e+05 9.2123640646e+05 1.2865436608e+06
87.26000 4.0114843191e+00 7.9678820572e+03 6.8883895924e+04 1.9070911431e+05 3.7344657870e+05 6.1709645555e+05 9.2165877645e+05 1.2871335508e+06
87.28000 4.0114816820e+00 7.9714528493e+03 6.8915393117e+04 1.9079646430e+05 3.7361770789e+05 6.1737929034e+05 9.2208124324e+05 1.2877235760e+06
87.30000 4.0114790461e+00 7.9750244414e+03 6.8946897510e+04 1.9088383429e+05 3.7378887628e+05 6.1766218993e+05 9.2250380683e+05 1.2883137364e+06
87.32000 4.0114764114e+00 7.9785968335e+03 6.8978409102e+04 1.9097122428e+05 3.7396008387e+05 6.1794515432e+05 9.2292646722e+05 1.2889040320e+06
87.34000 4.0114737779e+00 7.9821700256e+03 6.9009927895e+04 1.9105863427e+05 3.7413133066e+05 6.1822818351e+05 9.2334922441e+05 1.2894944628e+06
87.36000 4.0114711457e+00 7.9857440177e+03 6.9041453887e+04 1.9114606426e+05 3.7430261665e+05 6.1851127750e+05 9.2377207839e+05 1.2900850288e+06
87.38000 4.0114685146e+00 7.9893188098e+03 6.9072987080e+04 1.9123351425e+05 3.7447394184e+05 6.1879443629e+05 9.2419502918e+05 1.2906757300e+06
87.40000 4.0114658847e+00 7.9928944019e+03 6.9104527473e+04 1.9132098424e+05 3.7464530623e+05 6.1907765988e+05 9.2461807677e+05 1.2912665663e+06
87.42000 4.0114632561e+00 7.9964707940e+03 6.9136075065e+04 1.9140847423e+05 3.7481670982e+05 6.1936094826e+05 9.2504122116e+05 1.2918575379e+06
87.44000 4.0114606287e+00 8.0000479861e+03 6.9167629858e+04 1.9149598422e+05 3.7498815261e+05 6.1964430145e+05 9.2546446235e+05 1.2924486447e+06
87.46000 4.0114580024e+00 8.0036259782e+03 6.9199191850e+04 1.9158351421e+05 3.7515963459e+05 6.1992771944e+05 9.2588780034e+05 1.2930398867e+06
87.48000 4.0114553774e+00 8.0072047703e+03 6.9230761043e+04 1.9167106420e+05 3.7533115578e+05 6.2021120223e+05 9.2631123513e+05 1.2936312639e+06
87.50000 4.0114527536e+00 8.0107843625e+03 6.9262337436e+04 1.9175863419e+05 3.7550271617e+05 6.2049474982e+05 9.2673476671e+05 1.2942227763e+06
87.52000 4.0114501309e+00 8.0143647546e+03 6.9293921028e+04 1.9184622418e+05 3.7567431576e+05 6.2077836221e+05 9.2715839510e+05 1.2948144239e+06
87.54000 4.0114475095e+00 8.0179459467e+03 6.9325511821e+04 1.9193383417e+05 3.7584595455e+05 6.2106203940e+05 9.2758212029e+05 1.2954062067e+06
87.56000 4.0114448893e+00 8.0215279389e+03 6.9357109813e+04 1.9202146416e+05 3.7601763254e+05 6.2134578138e+05 9.2800594228e+05 1.2959981246e+06
87.58000 4.0114422703e+00 8.0251107310e+03 6.9388715006e+04 1.9210911415e+05 3.7618934973e+05 6.2162958817e+05 9.2842986107e+05 1.2965901778e+06
87.60000 4.0114396524e+00 8.0286943231e+03 6.9420327399e+04 1.9219678414e+05 3.7636110612e+05 6.2191345976e+05 9.2885387666e+05 1.2971823662e+06
87.62000 4.0114370358e+00 8.0322787153e+03 6.9451946991e+04 1.9228447413e+05 3.7653290171e+05 6.2219739615e+05 9.2927798905e+05 1.2977746898e+06
87.64000 4.0114344204e+00 8.0358639074e+03 6.9483573784e+04 1.9237218412e+05 3.7670473649e+05 6.2248139734e+05 9.2970219824e+05 1.2983671486e+06
87.66000 4.0114318061e+00 8.0394498996e+03 6.9515207777e+04 1.9245991411e+05 3.7687661048e+05 6.2276546333e+05 9.3012650422e+05 1.2989597426e+06
87.68000 4.0114291931e+00 8.0430366917e+03 6.9546848969e+04 1.9254766410e+05 3.7704852367e+05 6.2304959412e+05 9.3055090701e+05 1.2995524718e+06
87.70000 4.0114265812e+00 8.0466242839e+03 6.9578497362e+04 1.9263543409e+05 3.7722047606e+05 6.2333378971e+05 9.3097540660e+05 1.3001453362e+06
87.72000 4.0114239706e+00 8.0502126761e+03 6.9610152955e+04 1.9272322408e+05 3.7739246765e+05 6.2361805009e+05 9.3140000299e+05 1.3007383358e+06
87.74000 4.0114213611e+00 8.0538018682e+03 6.9641815747e+04 1.9281103407e+05 3.7756449844e+05 6.2390237528e+05 9.3182469618e+05 1.3013314705e+06
87.76000 4.0114187528e+00 8.0573918604e+03 6.9673485740e+04 1.9289886405e+05 3.7773656843e+05 6.2418676527e+05 9.3224948617e+05 1.3019247405e+06
87.78000 4.0114161458e+00 8.0609826526e+03 6.9705162933e+04 1.9298671404e+05 3.7790867762e+05 6.2447122006e+05 9.3267437296e+05 1.3025181457e+06
87.80000 4.0114135399e+00 8.0645742448e+03 6.9736847325e+04 1.9307458403e+05 3.7808082601e+05 6.2475573965e+05 9.3309935654e+05 1.3031116861e+06
87.82000 4.0114109352e+00 8.0681666370e+03 6.9768538918e+04 1.9316247402e+05 3.7825301360e+05 6.2504032404e+05 9.3352443693e+05 1.3037053617e+06
87.84000 4.0114083317e+00 8.0717598291e+03 6.9800237711e+04 1.9325038401e+05 3.7842524039e+05 6.2532497323e+05 9.3394961412e+05 1.3042991725e+06
87.86000 4.0114057293e+00 8.0753538213e+03 6.9831943703e+04 1.9333831400e+05 3.7859750637e+05 6.2560968722e+05 9.3437488811e+05 1.3048931185e+06
87.88000 4.0114031282e+00 8.0789486135e+03 6.9863656896e+04 1.9342626399e+05 3.7876981156e+05 6.2589446601e+05 9.3480025890e+05 1.3054871997e+06
87.90000 4.0114005282e+00 8.0825442057e+03 6.9895377289e+04 1.9351423398e+05 3.7894215595e+05 6.2617930959e+05 9.3522572649e+05 1.3060814161e+06
87.92000 4.0113979295e+00 8.0861405979e+03 6.9927104881e+04 1.9360222397e+05 3.7911453954e+05 6.2646421798e+05 9.3565129088e+05 1.3066757676e+06
87.94000 4.0113953319e+00 8.0897377901e+03 6.9958839674e+04 1.9369023396e+05 3.7928696233e+05 6.2674919117e+05 9.3607695207e+05 1.3072702544e+06
87.96000 4.0113927355e+00 8.0933357823e+03 6.9990581667e+04 1.9377826395e+05 3.7945942432e+05 6.2703422916e+05 9.3650271005e+05 1.3078648764e+06
87.98000 4.0113901403e+00 8.0969345745e+03 7.0022330859e+04 1.9386631394e+05 3.7963192551e+05 6.2731933195e+05 9.3692856484e+05 1.3084596336e+06
88.00000 4.0113875462e+00 8.1005341668e+03 7.0054087252e+04 1.9395438393e+05 3.7980446590e+05 6.2760449954e+05 9.3735451643e+05 1.3090545260e+06
88.02000 4.0113849534e+00 8.1041345590e+03 7.0085850845e+04 1.9404247392e+05 3.7997704549e+05 6.2788973193e+05 9.3778056482e+05 1.3096495536e+06
88.04000 4.0113823617e+00 8.1077357512e+03 7.0117621637e+04 1.9413058391e+05 3.8014966428e+05 6.2817502912e+05 9.3820671001e+05 1.3102447164e+06
88.06000 4.0113797712e+00 8.1113377434e+03 7.0149399630e+04 1.9421871390e+05 3.8032232227e+05 6.2846039110e+05 9.3863295200e+05 1.3108400144e+06
88.08000 4.0113771819e+00 8.1149405357e+03 7.0181184823e+04 1.9430686389e+05 3.8049501945e+05 6.2874581789e+05 9.3905929079e+05 1.3114354476e+06
88.10000 4.0113745938e+00 8.1185441279e+03 7.0212977216e+04 1.9439503388e+05 3.8066775584e+05 6.2903130948e+05 9.3948572638e+05 1.3120310159e+06
88.12000 4.0113720068e+00 8.1221485201e+03 7.0244776808e+04 1.9448322387e+05 3.8084053143e+05 6.2931686587e+05 9.3991225876e+05 1.3126267195e+06
88.14000 4.0113694210e+00 8.1257537124e+03 7.0276583601e+04 1.9457143386e+05 3.8101334622e+05 6.2960248706e+05 9.4033888795e+05 1.3132225583e+06
88.16000 4.0113668364e+00 8.1293597046e+03 7.0308397594e+04 1.9465966385e+05 3.8118620021e+05 6.2988817305e+05 9.4076561394e+05 1.3138185323e+06
88.18000 4.0113642530e+00 8.1329664969e+03 7.0340218787e+04 1.9474791384e+05 3.8135909340e+05 6.3017392384e+05 9.4119243673e+05 1.3144146415e+06
88.20000 4.0113616707e+00 8.1365740891e+03 7.0372047179e+04 1.9483618383e+05 3.8153202579e+05 6.3045973943e+05 9.4161935632e+05 1.3150108859e+06
88.22000 4.0113590897e+00 8.1401824814e+03 7.0403882772e+04 1.9492447382e+05 3.8170499738e+05 6.3074561982e+05 9.4204637271e+05 1.3156072655e+06
88.24000 4.0113565097e+00 8.1437916736e+03 7.0435725565e+04 1.9501278381e+05 3.8187800817e+05 6.3103156500e+05 9.4247348590e+05 1.3162037803e+06
88.26000 4.0113539310e+00 8.1474016659e+03 7.0467575557e+04 1.9510111380e+05 3.8205105816e+05 6.3131757499e+05 9.4290069589e+05 1.3168004303e+06
88.28000 4.0113513534e+00 8.1510124581e+03 7.0499432750e+04 1.9518946379e+05 3.8222414735e+05 6.3160364978e+05 9.4332800268e+05 1.3173972154e+06
88.30000 4.0113487770e+00 8.1546240504e+03 7.0531297143e+04 1.9527783378e+05 3.8239727574e+05 6.3188978937e+05 9.4375540626e+05 1.3179941358e+06
88.32000 4.0113462018e+00 8.1582364427e+03 7.0563168736e+04 1.9536622377e+05 3.8257044332e+05 6.3217599376e+05 9.4418290665e+05 1.3185911914e+06
88.34000 4.0113436277e+00 8.1618496350e+03 7.0595047528e+04 1.9545463376e+05 3.8274365011e+05 6.3246226295e+05 9.4461050384e+05 1.3191883822e+06
88.36000 4.0113410548e+00 8.1654636272e+03 7.0626933521e+04 1.9554306375e+05 3.8291689610e+05 6.3274859694e+05 9.4503819783e+05 1.3197857082e+06
88.38000 4.0113384831e+00 8.1690784195e+03 7.0658826714e+04 1.9563151374e+05 3.8309018129e+05 6.3303499573e+05 9.4546598862e+05 1.3203831694e+06
88.40000 4.0113359126e+00 8.1726940118e+03 7.0690727107e+04 1.9571998373e+05 3.8326350568e+05 6.3332145932e+05 9.4589387621e+05 1.3209807658e+06
88.42000 4.0113333432e+00 8.1763104041e+03 7.0722634700e+04 1.9580847372e+05 3.8343686927e+05 6.3360798770e+05 9.4632186060e+05 1.3215784974e+06
88.44000 4.0113307749e+00 8.1799275964e+03 7.0754549492e+04 1.9589698371e+05 3.8361027206e+05 6.3389458089e+05 9.4674994179e+05 1.3221763642e+06
88.46000 4.0113282079e+00 8.1835455887e+03 7.0786471485e+04 1.9598551370e+05 3.8378371405e+05 6.3418123888e+05 9.4717811977e+05 1.3227743661e+06
88.48000 4.0113256420e+00 8.1871643810e+03 7.0818400678e+04 1.9607406369e+05 3.8395719524e+05 6.3446796167e+05 9.4760639456e+05 1.3233725033e+06
88.50000 4.0113230772e+00 8.1907839733e+03 7.0850337071e+04 1.9616263368e+05 3.8413071563e+05 6.3475474926e+05 9.4803476615e+05 1.3239707757e+06
88.52000 4.0113205136e+00 8.1944043656e+03 7.0882280663e+04 1.9625122367e+05 3.8430427522e+05 6.3504160165e+05 9.4846323454e+05 1.3245691833e+06
88.54000 4.0113179512e+00 8.1980255579e+03 7.0914231456e+04 1.9633983366e+05 3.8447787401e+05 6.3532851884e+05 9.4889179973e+05 1.3251677261e+06
