# eta lambda l= m to 9 (computed with gyre.eval_lambda)
53.88000 4.0186230199e+00 3.1231302868e+03 2.6349117354e+04 7.2794292238e+04 1.4246168200e+05 2.3535145715e+05 3.5146365017e+05 4.9079827076e+05
53.90000 4.0186160867e+00 3.1253658660e+03 2.6368597734e+04 7.2848262211e+04 1.4256738637e+05 2.3552614072e+05 3.5172455774e+05 4.9116264713e+05
53.92000 4.0186091587e+00 3.1276022452e+03 2.6388085315e+04 7.2902252184e+04 1.4267312994e+05 2.3570088909e+05 3.5198556211e+05 4.9152715870e+05
53.94000 4.0186022359e+00 3.1298394244e+03 2.6407580095e+04 7.2956262157e+04 1.4277891271e+05 2.3587570226e+05 3.5224666328e+05 4.9189180547e+05
53.96000 4.0185953182e+00 3.1320774037e+03 2.6427082075e+04 7.3010292130e+04 1.4288473468e+05 2.3605058023e+05 3.5250786125e+05 4.9225658744e+05
53.98000 4.0185884056e+00 3.1343161829e+03 2.6446591255e+04 7.3064342102e+04 1.4299059585e+05 2.3622552300e+05 3.5276915602e+05 4.9262150461e+05
54.00000 4.0185814982e+00 3.1365557622e+03 2.6466107636e+04 7.3118412075e+04 1.4309649622e+05 2.3640053057e+05 3.5303054759e+05 4.9298655698e+05
54.02000 4.0185745959e+00 3.1387961414e+03 2.6485631216e+04 7.3172502048e+04 1.4320243579e+05 2.3657560294e+05 3.5329203596e+05 4.9335174455e+05
54.04000 4.0185676987e+00 3.1410373207e+03 2.6505161996e+04 7.3226612021e+04 1.4330841456e+05 2.3675074011e+05 3.5355362113e+05 4.9371706732e+05
54.06000 4.0185608067e+00 3.1432793000e+03 2.6524699977e+04 7.3280741994e+04 1.4341443253e+05 2.3692594208e+05 3.5381530310e+05 4.9408252529e+05
54.08000 4.0185539197e+00 3.1455220793e+03 2.6544245157e+04 7.3334891967e+04 1.4352048970e+05 2.3710120885e+05 3.5407708187e+05 4.9444811846e+05
54.10000 4.0185470379e+00 3.1477656587e+03 2.6563797537e+04 7.3389061940e+04 1.4362658607e+05 2.3727654042e+05 3.5433895744e+05 4.9481384683e+05
54.12000 4.0185401612e+00 3.1500100380e+03 2.6583357118e+04 7.3443251913e+04 1.4373272165e+05 2.3745193679e+05 3.5460092981e+05 4.9517971040e+05
54.14000 4.0185332895e+00 3.1522552174e+03 2.6602923898e+04 7.3497461886e+04 1.4383889642e+05 2.3762739796e+05 3.5486299898e+05 4.9554570917e+05
54.16000 4.0185264230e+00 3.1545011968e+03 2.6622497879e+04 7.3551691859e+04 1.4394511039e+05 2.3780292393e+05 3.5512516495e+05 4.9591184314e+05
54.18000 4.0185195615e+00 3.1567479762e+03 2.6642079059e+04 7.3605941832e+04 1.4405136356e+05 2.3797851470e+05 3.5538742772e+05 4.9627811231e+05
54.20000 4.0185127052e+00 3.1589955556e+03 2.6661667440e+04 7.3660211805e+04 1.4415765593e+05 2.3815417027e+05 3.5564978729e+05 4.9664451668e+05
54.22000 4.0185058539e+00 3.1612439350e+03 2.6681263020e+04 7.3714501778e+04 1.4426398750e+05 2.3832989064e+05 3.5591224366e+05 4.9701105625e+05
54.24000 4.0184990076e+00 3.1634931145e+03 2.6700865800e+04 7.3768811751e+04 1.4437035827e+05 2.3850567581e+05 3.5617479683e+05 4.9737773103e+05
54.26000 4.0184921665e+00 3.1657430939e+03 2.6720475781e+04 7.3823141724e+04 1.4447676824e+05 2.3868152578e+05 3.5643744680e+05 4.9774454100e+05
54.28000 4.0184853304e+00 3.1679938734e+03 2.6740092961e+04 7.3877491697e+04 1.4458321741e+05 2.3885744055e+05 3.5670019357e+05 4.9811148617e+05
54.30000 4.0184784993e+00 3.1702454529e+03 2.6759717342e+04 7.3931861670e+04 1.4468970578e+05 2.3903342012e+05 3.5696303714e+05 4.9847856654e+05
54.32000 4.0184716733e+00 3.1724978324e+03 2.6779348922e+04 7.3986251643e+04 1.4479623336e+05 2.3920946449e+05 3.5722597751e+05 4.9884578211e+05
54.34000 4.0184648523e+00 3.1747510119e+03 2.6798987703e+04 7.4040661616e+04 1.4490280013e+05 2.3938557366e+05 3.5748901468e+05 4.9921313288e+05
54.36000 4.0184580364e+00 3.1770049914e+03 2.6818633684e+04 7.4095091590e+04 1.4500940610e+05 2.3956174763e+05 3.5775214865e+05 4.9958061885e+05
54.38000 4.0184512255e+00 3.1792597710e+03 2.6838286864e+04 7.4149541563e+04 1.4511605127e+05 2.3973798640e+05 3.5801537942e+05 4.9994824002e+05
54.40000 4.0184444196e+00 3.1815153505e+03 2.6857947245e+04 7.4204011536e+04 1.4522273564e+05 2.3991428997e+05 3.5827870699e+05 5.0031599639e+05
54.42000 4.0184376188e+00 3.1837717301e+03 2.6877614825e+04 7.4258501509e+04 1.4532945921e+05 2.4009065835e+05 3.5854213136e+05 5.0068388796e+05
54.44000 4.0184308229e+00 3.1860289097e+03 2.6897289606e+04 7.4313011483e+04 1.4543622198e+05 2.4026709152e+05 3.5880565253e+05 5.0105191473e+05
54.46000 4.0184240321e+00 3.1882868893e+03 2.6916971587e+04 7.4367541456e+04 1.4554302395e+05 2.4044358949e+05 3.5906927051e+05 5.0142007670e+05
54.48000 4.0184172462e+00 3.1905456689e+03 2.6936660767e+04 7.4422091429e+04 1.4564986513e+05 2.4062015226e+05 3.5933298528e+05 5.0178837387e+05
54.50000 4.0184104654e+00 3.1928052486e+03 2.6956357148e+04 7.4476661403e+04 1.4575674550e+05 2.4079677983e+05 3.5959679685e+05 5.0215680625e+05
54.52000 4.0184036895e+00 3.1950656282e+03 2.6976060729e+04 7.4531251376e+04 1.4586366507e+05 2.4097347220e+05 3.5986070522e+05 5.0252537382e+05
54.54000 4.0183969187e+00 3.1973268079e+03 2.6995771509e+04 7.4585861349e+04 1.4597062384e+05 2.4115022937e+05 3.6012471039e+05 5.0289407659e+05
54.56000 4.0183901528e+00 3.1995887876e+03 2.7015489490e+04 7.4640491323e+04 1.4607762181e+05 2.4132705134e+05 3.6038881236e+05 5.0326291456e+05
54.58000 4.0183833919e+00 3.2018515673e+03 2.7035214671e+04 7.4695141296e+04 1.4618465898e+05 2.4150393811e+05 3.6065301113e+05 5.0363188773e+05
54.60000 4.0183766359e+00 3.2041151470e+03 2.7054947051e+04 7.4749811270e+04 1.4629173535e+05 2.4168088968e+05 3.6091730670e+05 5.0400099610e+05
54.62000 4.0183698850e+00 3.2063795267e+03 2.7074686632e+04 7.4804501243e+04 1.4639885093e+05 2.4185790605e+05 3.6118169907e+05 5.0437023967e+05
54.64000 4.0183631389e+00 3.2086447065e+03 2.7094433413e+04 7.4859211216e+04 1.4650600570e+05 2.4203498722e+05 3.6144618824e+05 5.0473961844e+05
54.66000 4.0183563979e+00 3.2109106862e+03 2.7114187394e+04 7.4913941190e+04 1.4661319967e+05 2.4221213319e+05 3.6171077421e+05 5.0510913241e+05
54.68000 4.0183496617e+00 3.2131774660e+03 2.7133948574e+04 7.4968691163e+04 1.4672043284e+05 2.4238934397e+05 3.6197545698e+05 5.0547878158e+05
54.70000 4.0183429306e+00 3.2154450458e+03 2.7153716955e+04 7.5023461137e+04 1.4682770521e+05 2.4256661954e+05 3.6224023655e+05 5.0584856596e+05
54.72000 4.0183362043e+00 3.2177134256e+03 2.7173492536e+04 7.5078251111e+04 1.4693501678e+05 2.4274395991e+05 3.6250511293e+05 5.0621848553e+05
54.74000 4.0183294830e+00 3.2199826054e+03 2.7193275317e+04 7.5133061084e+04 1.4704236755e+05 2.4292136508e+05 3.6277008610e+05 5.0658854030e+05
54.76000 4.0183227666e+00 3.2222525852e+03 2.7213065298e+04 7.5187891058e+04 1.4714975753e+05 2.4309883505e+05 3.6303515607e+05 5.0695873027e+05
54.78000 4.0183160551e+00 3.2245233651e+03 2.7232862479e+04 7.5242741031e+04 1.4725718670e+05 2.4327636982e+05 3.6330032284e+05 5.0732905544e+05
54.80000 4.0183093486e+00 3.2267949450e+03 2.7252666860e+04 7.5297611005e+04 1.4736465507e+05 2.4345396939e+05 3.6356558641e+05 5.0769951581e+05
54.82000 4.0183026469e+00 3.2290673248e+03 2.7272478440e+04 7.5352500979e+04 1.4747216264e+05 2.4363163376e+05 3.6383094678e+05 5.0807011138e+05
54.84000 4.0182959502e+00 3.2313405047e+03 2.7292297221e+04 7.5407410952e+04 1.4757970941e+05 2.4380936293e+05 3.6409640395e+05 5.0844084215e+05
54.86000 4.0182892584e+00 3.2336144846e+03 2.7312123202e+04 7.5462340926e+04 1.4768729538e+05 2.4398715690e+05 3.6436195792e+05 5.0881170813e+05
54.88000 4.0182825714e+00 3.2358892645e+03 2.7331956383e+04 7.5517290900e+04 1.4779492056e+05 2.4416501568e+05 3.6462760869e+05 5.0918270930e+05
54.90000 4.0182758894e+00 3.2381648445e+03 2.7351796764e+04 7.5572260873e+04 1.4790258493e+05 2.4434293925e+05 3.6489335626e+05 5.0955384567e+05
54.92000 4.0182692122e+00 3.2404412244e+03 2.7371644345e+04 7.5627250847e+04 1.4801028850e+05 2.4452092762e+05 3.6515920064e+05 5.0992511724e+05
54.94000 4.0182625399e+00 3.2427184044e+03 2.7391499126e+04 7.5682260821e+04 1.4811803127e+05 2.4469898079e+05 3.6542514181e+05 5.1029652401e+05
54.96000 4.0182558724e+00 3.2449963844e+03 2.7411361107e+04 7.5737290795e+04 1.4822581324e+05 2.4487709876e+05 3.6569117978e+05 5.1066806598e+05
54.98000 4.0182492099e+00 3.2472751644e+03 2.7431230288e+04 7.5792340769e+04 1.4833363441e+05 2.4505528153e+05 3.6595731455e+05 5.1103974315e+05
55.00000 4.0182425522e+00 3.2495547444e+03 2.7451106669e+04 7.5847410742e+04 1.4844149479e+05 2.4523352910e+05 3.6622354612e+05 5.1141155553e+05
55.02000 4.0182358993e+00 3.2518351244e+03 2.7470990250e+04 7.5902500716e+04 1.4854939436e+05 2.4541184147e+05 3.6648987449e+05 5.1178350310e+05
55.04000 4.0182292513e+00 3.2541163044e+03 2.7490881031e+04 7.5957610690e+04 1.4865733313e+05 2.4559021865e+05 3.6675629966e+05 5.1215558587e+05
55.06000 4.0182226082e+00 3.2563982845e+03 2.7510779012e+04 7.6012740664e+04 1.4876531110e+05 2.4576866062e+05 3.6702282163e+05 5.1252780384e+05
55.08000 4.0182159699e+00 3.2586810646e+03 2.7530684193e+04 7.6067890638e+04 1.4887332827e+05 2.4594716739e+05 3.6728944041e+05 5.1290015701e+05
55.10000 4.0182093364e+00 3.2609646446e+03 2.7550596574e+04 7.6123060612e+04 1.4898138465e+05 2.4612573896e+05 3.6755615598e+05 5.1327264538e+05
55.12000 4.0182027077e+00 3.2632490247e+03 2.7570516155e+04 7.6178250586e+04 1.4908948022e+05 2.4630437533e+05 3.6782296835e+05 5.1364526895e+05
55.14000 4.0181960839e+00 3.2655342048e+03 2.7590442937e+04 7.6233460560e+04 1.4919761499e+05 2.4648307650e+05 3.6808987752e+05 5.1401802773e+05
55.16000 4.0181894649e+00 3.2678201850e+03 2.7610376918e+04 7.6288690534e+04 1.4930578896e+05 2.4666184247e+05 3.6835688349e+05 5.1439092170e+05
55.18000 4.0181828507e+00 3.2701069651e+03 2.7630318099e+04 7.6343940508e+04 1.4941400213e+05 2.4684067324e+05 3.6862398626e+05 5.1476395087e+05
55.20000 4.0181762413e+00 3.2723945453e+03 2.7650266480e+04 7.6399210482e+04 1.4952225451e+05 2.4701956882e+05 3.6889118583e+05 5.1513711524e+05
55.22000 4.0181696367e+00 3.2746829254e+03 2.7670222061e+04 7.6454500456e+04 1.4963054608e+05 2.4719852919e+05 3.6915848220e+05 5.1551041481e+05
55.24000 4.0181630369e+00 3.2769721056e+03 2.7690184842e+04 7.6509810430e+04 1.4973887685e+05 2.4737755436e+05 3.6942587538e+05 5.1588384958e+05
55.26000 4.0181564419e+00 3.2792620858e+03 2.7710154824e+04 7.6565140404e+04 1.4984724682e+05 2.4755664433e+05 3.6969336535e+05 5.1625741956e+05
55.28000 4.0181498517e+00 3.2815528660e+03 2.7730132005e+04 7.6620490378e+04 1.4995565599e+05 2.4773579910e+05 3.6996095212e+05 5.1663112473e+05
55.30000 4.0181432663e+00 3.2838444463e+03 2.7750116386e+04 7.6675860352e+04 1.5006410437e+05 2.4791501867e+05 3.7022863569e+05 5.1700496510e+05
55.32000 4.0181366857e+00 3.2861368265e+03 2.7770107967e+04 7.6731250326e+04 1.5017259194e+05 2.4809430305e+05 3.7049641606e+05 5.1737894067e+05
55.34000 4.0181301098e+00 3.2884300067e+03 2.7790106749e+04 7.6786660300e+04 1.5028111871e+05 2.4827365222e+05 3.7076429323e+05 5.1775305144e+05
55.36000 4.0181235387e+00 3.2907239870e+03 2.7810112730e+04 7.6842090275e+04 1.5038968468e+05 2.4845306619e+05 3.7103226721e+05 5.1812729742e+05
55.38000 4.0181169723e+00 3.2930187673e+03 2.7830125911e+04 7.6897540249e+04 1.5049828986e+05 2.4863254496e+05 3.7130033798e+05 5.1850167859e+05
55.40000 4.0181104107e+00 3.2953143476e+03 2.7850146292e+04 7.6953010223e+04 1.5060693423e+05 2.4881208853e+05 3.7156850555e+05 5.1887619496e+05
55.42000 4.0181038539e+00 3.2976107279e+03 2.7870173874e+04 7.7008500197e+04 1.5071561780e+05 2.4899169690e+05 3.7183676992e+05 5.1925084653e+05
55.44000 4.0180973018e+00 3.2999079082e+03 2.7890208655e+04 7.7064010171e+04 1.5082434057e+05 2.4917137008e+05 3.7210513109e+05 5.1962563330e+05
55.46000 4.0180907544e+00 3.3022058886e+03 2.7910250636e+04 7.7119540146e+04 1.5093310254e+05 2.4935110805e+05 3.7237358906e+05 5.2000055527e+05
55.48000 4.0180842118e+00 3.3045046689e+03 2.7930299818e+04 7.7175090120e+04 1.5104190372e+05 2.4953091082e+05 3.7264214384e+05 5.2037561245e+05
55.50000 4.0180776739e+00 3.3068042493e+03 2.7950356199e+04 7.7230660094e+04 1.5115074409e+05 2.4971077839e+05 3.7291079541e+05 5.2075080482e+05
55.52000 4.0180711408e+00 3.3091046297e+03 2.7970419780e+04 7.7286250069e+04 1.5125962366e+05 2.4989071076e+05 3.7317954378e+05 5.2112613239e+05
55.54000 4.0180646123e+00 3.3114058101e+03 2.7990490562e+04 7.7341860043e+04 1.5136854243e+05 2.5007070793e+05 3.7344838895e+05 5.2150159516e+05
55.56000 4.0180580886e+00 3.3137077905e+03 2.8010568543e+04 7.7397490017e+04 1.5147750041e+05 2.5025076991e+05 3.7371733092e+05 5.2187719313e+05
55.58000 4.0180515696e+00 3.3160105709e+03 2.8030653725e+04 7.7453139992e+04 1.5158649758e+05 2.5043089668e+05 3.7398636969e+05 5.2225292631e+05
55.60000 4.0180450553e+00 3.3183141514e+03 2.8050746106e+04 7.7508809966e+04 1.5169553395e+05 2.5061108825e+05 3.7425550527e+05 5.2262879468e+05
55.62000 4.0180385456e+00 3.3206185318e+03 2.8070845688e+04 7.7564499941e+04 1.5180460952e+05 2.5079134462e+05 3.7452473764e+05 5.2300479825e+05
55.64000 4.0180320407e+00 3.3229237123e+03 2.8090952469e+04 7.7620209915e+04 1.5191372430e+05 2.5097166579e+05 3.7479406681e+05 5.2338093702e+05
55.66000 4.0180255405e+00 3.3252296928e+03 2.8111066450e+04 7.7675939889e+04 1.5202287827e+05 2.5115205177e+05 3.7506349278e+05 5.2375721100e+05
55.68000 4.0180190449e+00 3.3275364733e+03 2.8131187632e+04 7.7731689864e+04 1.5213207144e+05 2.5133250254e+05 3.7533301555e+05 5.2413362017e+05
55.70000 4.0180125541e+00 3.3298440538e+03 2.8151316013e+04 7.7787459838e+04 1.5224130381e+05 2.5151301811e+05 3.7560263513e+05 5.2451016454e+05
55.72000 4.0180060679e+00 3.3321524343e+03 2.8171451595e+04 7.7843249813e+04 1.5235057539e+05 2.5169359848e+05 3.7587235150e+05 5.2488684411e+05
55.74000 4.0179995864e+00 3.3344616148e+03 2.8191594376e+04 7.7899059787e+04 1.5245988616e+05 2.5187424365e+05 3.7614216467e+05 5.2526365888e+05
55.76000 4.0179931095e+00 3.3367715954e+03 2.8211744358e+04 7.7954889762e+04 1.5256923613e+05 2.5205495363e+05 3.7641207464e+05 5.2564060886e+05
55.78000 4.0179866373e+00 3.3390823759e+03 2.8231901540e+04 7.8010739737e+04 1.5267862530e+05 2.5223572840e+05 3.7668208141e+05 5.2601769403e+05
55.80000 4.0179801697e+00 3.3413939565e+03 2.8252065921e+04 7.8066609711e+04 1.5278805368e+05 2.5241656797e+05 3.7695218499e+05 5.2639491440e+05
55.82000 4.0179737068e+00 3.3437063371e+03 2.8272237503e+04 7.8122499686e+04 1.5289752125e+05 2.5259747234e+05 3.7722238536e+05 5.2677226997e+05
55.84000 4.0179672486e+00 3.3460195177e+03 2.8292416284e+04 7.8178409660e+04 1.5300702802e+05 2.5277844151e+05 3.7749268253e+05 5.2714976075e+05
55.86000 4.0179607950e+00 3.3483334984e+03 2.8312602266e+04 7.8234339635e+04 1.5311657400e+05 2.5295947549e+05 3.7776307650e+05 5.2752738672e+05
55.88000 4.0179543460e+00 3.3506482790e+03 2.8332795448e+04 7.8290289610e+04 1.5322615917e+05 2.5314057426e+05 3.7803356727e+05 5.2790514789e+05
55.90000 4.0179479016e+00 3.3529638596e+03 2.8352995829e+04 7.8346259584e+04 1.5333578354e+05 2.5332173783e+05 3.7830415485e+05 5.2828304426e+05
55.92000 4.0179414619e+00 3.3552802403e+03 2.8373203411e+04 7.8402249559e+04 1.5344544711e+05 2.5350296620e+05 3.7857483922e+05 5.2866107583e+05
55.94000 4.0179350268e+00 3.3575974210e+03 2.8393418193e+04 7.8458259534e+04 1.5355514989e+05 2.5368425937e+05 3.7884562039e+05 5.2903924261e+05
55.96000 4.0179285963e+00 3.3599154017e+03 2.8413640174e+04 7.8514289509e+04 1.5366489186e+05 2.5386561735e+05 3.7911649836e+05 5.2941754458e+05
55.98000 4.0179221704e+00 3.3622341824e+03 2.8433869356e+04 7.8570339483e+04 1.5377467303e+05 2.5404704012e+05 3.7938747313e+05 5.2979598175e+05
56.00000 4.0179157492e+00 3.3645537631e+03 2.8454105738e+04 7.8626409458e+04 1.5388449340e+05 2.5422852769e+05 3.7965854471e+05 5.3017455412e+05
56.02000 4.0179093325e+00 3.3668741438e+03 2.8474349319e+04 7.8682499433e+04 1.5399435298e+05 2.5441008006e+05 3.7992971308e+05 5.3055326170e+05
56.04000 4.0179029204e+00 3.3691953246e+03 2.8494600101e+04 7.8738609408e+04 1.5410425175e+05 2.5459169724e+05 3.8020097825e+05 5.3093210447e+05
56.06000 4.0178965129e+00 3.3715173053e+03 2.8514858083e+04 7.8794739382e+04 1.5421418972e+05 2.5477337921e+05 3.8047234022e+05 5.3131108244e+05
56.08000 4.0178901100e+00 3.3738400861e+03 2.8535123265e+04 7.8850889357e+04 1.5432416690e+05 2.5495512598e+05 3.8074379900e+05 5.3169019561e+05
56.10000 4.0178837116e+00 3.3761636669e+03 2.8555395646e+04 7.8907059332e+04 1.5443418327e+05 2.5513693755e+05 3.8101535457e+05 5.3206944399e+05
56.12000 4.0178773179e+00 3.3784880477e+03 2.8575675228e+04 7.8963249307e+04 1.5454423884e+05 2.5531881392e+05 3.8128700694e+05 5.3244882756e+05
56.14000 4.0178709287e+00 3.3808132285e+03 2.8595962010e+04 7.9019459282e+04 1.5465433362e+05 2.5550075510e+05 3.8155875611e+05 5.3282834633e+05
56.16000 4.0178645441e+00 3.3831392093e+03 2.8616255992e+04 7.9075689257e+04 1.5476446759e+05 2.5568276107e+05 3.8183060209e+05 5.3320800030e+05
56.18000 4.0178581640e+00 3.3854659902e+03 2.8636557174e+04 7.9131939232e+04 1.5487464076e+05 2.5586483184e+05 3.8210254486e+05 5.3358778948e+05
56.20000 4.0178517885e+00 3.3877935710e+03 2.8656865555e+04 7.9188209207e+04 1.5498485313e+05 2.5604696741e+05 3.8237458443e+05 5.3396771385e+05
56.22000 4.0178454175e+00 3.3901219519e+03 2.8677181137e+04 7.9244499182e+04 1.5509510471e+05 2.5622916779e+05 3.8264672080e+05 5.3434777342e+05
56.24000 4.0178390511e+00 3.3924511328e+03 2.8697503919e+04 7.9300809157e+04 1.5520539548e+05 2.5641143296e+05 3.8291895397e+05 5.3472796820e+05
56.26000 4.0178326892e+00 3.3947811137e+03 2.8717833901e+04 7.9357139132e+04 1.5531572545e+05 2.5659376293e+05 3.8319128395e+05 5.3510829817e+05
56.28000 4.0178263319e+00 3.3971118946e+03 2.8738171083e+04 7.9413489107e+04 1.5542609463e+05 2.5677615770e+05 3.8346371072e+05 5.3548876334e+05
56.30000 4.0178199791e+00 3.3994434755e+03 2.8758515465e+04 7.9469859082e+04 1.5553650300e+05 2.5695861728e+05 3.8373623429e+05 5.3586936371e+05
56.32000 4.0178136308e+00 3.4017758565e+03 2.8778867047e+04 7.9526249057e+04 1.5564695057e+05 2.5714114165e+05 3.8400885466e+05 5.3625009929e+05
56.34000 4.0178072871e+00 3.4041090374e+03 2.8799225829e+04 7.9582659032e+04 1.5575743735e+05 2.5732373082e+05 3.8428157184e+05 5.3663097006e+05
56.36000 4.0178009478e+00 3.4064430184e+03 2.8819591811e+04 7.9639089007e+04 1.5586796332e+05 2.5750638480e+05 3.8455438581e+05 5.3701197603e+05
56.38000 4.0177946131e+00 3.4087777994e+03 2.8839964992e+04 7.9695538982e+04 1.5597852849e+05 2.5768910357e+05 3.8482729658e+05 5.3739311720e+05
56.40000 4.0177882829e+00 3.4111133804e+03 2.8860345374e+04 7.9752008957e+04 1.5608913287e+05 2.5787188714e+05 3.8510030416e+05 5.3777439358e+05
56.42000 4.0177819571e+00 3.4134497614e+03 2.8880732956e+04 7.9808498932e+04 1.5619977644e+05 2.5805473551e+05 3.8537340853e+05 5.3815580515e+05
56.44000 4.0177756359e+00 3.4157869424e+03 2.8901127738e+04 7.9865008908e+04 1.5631045921e+05 2.5823764869e+05 3.8564660970e+05 5.3853735192e+05
56.46000 4.0177693192e+00 3.4181249234e+03 2.8921529720e+04 7.9921538883e+04 1.5642118119e+05 2.5842062666e+05 3.8591990767e+05 5.3891903390e+05
56.48000 4.0177630069e+00 3.4204637045e+03 2.8941938902e+04 7.9978088858e+04 1.5653194236e+05 2.5860366943e+05 3.8619330245e+05 5.3930085107e+05
56.50000 4.0177566992e+00 3.4228032855e+03 2.8962355284e+04 8.0034658833e+04 1.5664274273e+05 2.5878677700e+05 3.8646679402e+05 5.3968280344e+05
56.52000 4.0177503959e+00 3.4251436666e+03 2.8982778867e+04 8.0091248808e+04 1.5675358231e+05 2.5896994938e+05 3.8674038239e+05 5.4006489101e+05
56.54000 4.0177440971e+00 3.4274848477e+03 2.9003209649e+04 8.0147858784e+04 1.5686446108e+05 2.5915318655e+05 3.8701406756e+05 5.4044711379e+05
56.56000 4.0177378027e+00 3.4298268288e+03 2.9023647631e+04 8.0204488759e+04 1.5697537905e+05 2.5933648852e+05 3.8728784954e+05 5.4082947176e+05
56.58000 4.0177315128e+00 3.4321696099e+03 2.9044092813e+04 8.0261138734e+04 1.5708633623e+05 2.5951985530e+05 3.8756172831e+05 5.4121196493e+05
56.60000 4.0177252274e+00 3.4345131910e+03 2.9064545195e+04 8.0317808710e+04 1.5719733260e+05 2.5970328687e+05 3.8783570388e+05 5.4159459331e+05
56.62000 4.0177189465e+00 3.4368575722e+03 2.9085004777e+04 8.0374498685e+04 1.5730836817e+05 2.5988678324e+05 3.8810977626e+05 5.4197735688e+05
56.64000 4.0177126699e+00 3.4392027533e+03 2.9105471559e+04 8.0431208660e+04 1.5741944295e+05 2.6007034441e+05 3.8838394543e+05 5.4236025565e+05
56.66000 4.0177063979e+00 3.4415487345e+03 2.9125945541e+04 8.0487938636e+04 1.5753055692e+05 2.6025397039e+05 3.8865821140e+05 5.4274328963e+05
56.68000 4.0177001302e+00 3.4438955157e+03 2.9146426723e+04 8.0544688611e+04 1.5764171009e+05 2.6043766116e+05 3.8893257417e+05 5.4312645880e+05
56.70000 4.0176938670e+00 3.4462430969e+03 2.9166915105e+04 8.0601458586e+04 1.5775290247e+05 2.6062141673e+05 3.8920703375e+05 5.4350976317e+05
56.72000 4.0176876083e+00 3.4485914781e+03 2.9187410688e+04 8.0658248562e+04 1.5786413404e+05 2.6080523711e+05 3.8948159012e+05 5.4389320275e+05
56.74000 4.0176813539e+00 3.4509406593e+03 2.9207913470e+04 8.0715058537e+04 1.5797540481e+05 2.6098912228e+05 3.8975624329e+05 5.4427677752e+05
56.76000 4.0176751040e+00 3.4532906405e+03 2.9228423452e+04 8.0771888513e+04 1.5808671479e+05 2.6117307225e+05 3.9003099327e+05 5.4466048749e+05
56.78000 4.0176688585e+00 3.4556414218e+03 2.9248940634e+04 8.0828738488e+04 1.5819806396e+05 2.6135708702e+05 3.9030584004e+05 5.4504433267e+05
56.80000 4.0176626174e+00 3.4579930030e+03 2.9269465016e+04 8.0885608464e+04 1.5830945233e+05 2.6154116660e+05 3.9058078361e+05 5.4542831304e+05
56.82000 4.0176563807e+00 3.4603453843e+03 2.9289996599e+04 8.0942498439e+04 1.5842087991e+05 2.6172531097e+05 3.9085582398e+05 5.4581242861e+05
56.84000 4.0176501484e+00 3.4626985656e+03 2.9310535381e+04 8.0999408415e+04 1.5853234668e+05 2.6190952014e+05 3.9113096116e+05 5.4619667938e+05
56.86000 4.0176439205e+00 3.4650525469e+03 2.9331081363e+04 8.1056338390e+04 1.5864385266e+05 2.6209379412e+05 3.9140619513e+05 5.4658106536e+05
56.88000 4.0176376971e+00 3.4674073282e+03 2.9351634546e+04 8.1113288366e+04 1.5875539783e+05 2.6227813289e+05 3.9168152590e+05 5.4696558653e+05
56.90000 4.0176314780e+00 3.4697629096e+03 2.9372194928e+04 8.1170258341e+04 1.5886698220e+05 2.6246253646e+05 3.9195695348e+05 5.4735024290e+05
56.92000 4.0176252632e+00 3.4721192909e+03 2.9392762510e+04 8.1227248317e+04 1.5897860578e+05 2.6264700484e+05 3.9223247785e+05 5.4773503448e+05
56.94000 4.0176190529e+00 3.4744764722e+03 2.9413337292e+04 8.1284258293e+04 1.5909026855e+05 2.6283153801e+05 3.9250809902e+05 5.4811996125e+05
56.96000 4.0176128469e+00 3.4768344536e+03 2.9433919275e+04 8.1341288268e+04 1.5920197052e+05 2.6301613598e+05 3.9278381700e+05 5.4850502322e+05
56.98000 4.0176066453e+00 3.4791932350e+03 2.9454508457e+04 8.1398338244e+04 1.5931371170e+05 2.6320079876e+05 3.9305963177e+05 5.4889022040e+05
57.00000 4.0176004481e+00 3.4815528164e+03 2.9475104839e+04 8.1455408219e+04 1.5942549207e+05 2.6338552633e+05 3.9333554334e+05 5.4927555277e+05
57.02000 4.0175942552e+00 3.4839131978e+03 2.9495708422e+04 8.1512498195e+04 1.5953731165e+05 2.6357031870e+05 3.9361155172e+05 5.4966102035e+05
57.04000 4.0175880667e+00 3.4862743792e+03 2.9516319204e+04 8.1569608171e+04 1.5964917042e+05 2.6375517588e+05 3.9388765689e+05 5.5004662312e+05
57.06000 4.0175818826e+00 3.4886363606e+03 2.9536937187e+04 8.1626738147e+04 1.5976106839e+05 2.6394009785e+05 3.9416385886e+05 5.5043236109e+05
57.08000 4.0175757027e+00 3.4909991421e+03 2.9557562369e+04 8.1683888122e+04 1.5987300557e+05 2.6412508462e+05 3.9444015764e+05 5.5081823427e+05
57.10000 4.0175695273e+00 3.4933627235e+03 2.9578194751e+04 8.1741058098e+04 1.5998498194e+05 2.6431013620e+05 3.9471655321e+05 5.5120424264e+05
57.12000 4.0175633561e+00 3.4957271050e+03 2.9598834334e+04 8.1798248074e+04 1.6009699751e+05 2.6449525257e+05 3.9499304558e+05 5.5159038621e+05
57.14000 4.0175571893e+00 3.4980922865e+03 2.9619481116e+04 8.1855458050e+04 1.6020905229e+05 2.6468043374e+05 3.9526963476e+05 5.5197666499e+05
